DateTime_start,DateTime_end,Ta_instruction,Ta_measurement,Rh_instruction,Rh_measurement,R_instruction,R_measurement,CO2_ppm,CO2_flux,CO2_instruction,CO2_change
2021-03-01T13:33:30.0,2021-03-01T13:38:30.0,32.60000000000001,25.290909090909096,53.73636363636364,60.92727272727273,100.0,363.54545454545456,400.54545454545456,0.0,0.0,no_change
2021-03-01T13:43:30.0,2021-03-01T13:48:30.0,32.53636363636363,34.92727272727273,54.23636363636364,58.27272727272728,100.0,357.8181818181818,464.90909090909093,34.199999999999996,400.0,no_change
2021-03-01T13:53:30.0,2021-03-01T13:58:30.0,32.5,34.763636363636365,54.73636363636364,48.89090909090908,100.0,357.0,450.1818181818182,34.199999999999996,400.0,no_change
2021-03-01T14:03:30.0,2021-03-01T14:08:30.0,32.39999999999999,33.336363636363636,55.23636363636364,52.599999999999994,100.0,355.3636363636364,440.45454545454544,34.199999999999996,400.0,no_change
2021-03-01T14:13:30.0,2021-03-01T14:18:30.0,32.300000000000004,32.490909090909085,55.73636363636364,55.03636363636363,100.0,355.0,433.6363636363636,34.199999999999996,400.0,no_change
2021-03-01T14:23:30.0,2021-03-01T14:28:30.0,32.21818181818181,32.199999999999996,56.23636363636364,56.290909090909096,100.0,355.0,429.0,34.199999999999996,400.0,no_change
2021-03-01T14:33:30.0,2021-03-01T14:38:30.0,32.154545454545456,32.12727272727273,56.73636363636364,57.27272727272727,100.0,354.0,426.0,34.199999999999996,400.0,no_change
2021-03-01T14:43:30.0,2021-03-01T14:48:30.0,32.09090909090909,32.10000000000001,57.23636363636363,57.09090909090909,100.0,354.0,423.54545454545456,34.199999999999996,400.0,no_change
2021-03-01T14:53:30.0,2021-03-01T14:58:30.0,32.0,31.972727272727276,57.73636363636363,51.60909090909092,100.0,349.27272727272725,427.3636363636364,25.37272727272727,290.90909090909093,change
2021-03-01T15:03:30.0,2021-03-01T15:08:30.0,31.83636363636364,28.272727272727273,58.572727272727256,38.372727272727275,99.54545454545455,305.90909090909093,479.3636363636364,18.654545454545453,218.1818181818182,change
2021-03-01T15:13:30.0,2021-03-01T15:18:30.0,31.63636363636364,34.63636363636363,59.73636363636364,56.77272727272727,97.9090909090909,308.72727272727275,458.27272727272725,34.199999999999996,400.0,no_change
2021-03-01T15:23:30.0,2021-03-01T15:28:30.0,31.436363636363634,29.499999999999996,60.90909090909091,32.18181818181818,96.18181818181819,297.45454545454544,527.4545454545455,15.318181818181818,181.8181818181818,change
2021-03-01T15:33:30.0,2021-03-01T15:38:30.0,31.236363636363635,29.327272727272724,62.072727272727256,43.19090909090909,94.54545454545455,253.45454545454547,499.27272727272725,23.99090909090909,254.54545454545453,change
2021-03-01T15:43:30.0,2021-03-01T15:48:30.0,31.036363636363635,33.97272727272727,63.23636363636364,63.27272727272727,92.9090909090909,302.8181818181818,466.1818181818182,34.199999999999996,400.0,no_change
2021-03-01T15:53:30.0,2021-03-01T15:58:30.0,30.83636363636364,31.41818181818182,64.40909090909092,65.07272727272726,91.18181818181819,298.54545454545456,450.3636363636364,34.199999999999996,400.0,no_change
2021-03-01T16:03:30.0,2021-03-01T16:08:30.0,30.63636363636364,30.71818181818181,65.57272727272726,65.68181818181817,89.54545454545455,293.6363636363636,439.3636363636364,34.199999999999996,400.0,no_change
2021-03-01T16:13:30.0,2021-03-01T16:18:30.0,30.418181818181814,28.718181818181822,66.73636363636363,39.418181818181814,87.72727272727273,159.9090909090909,549.9090909090909,7.163636363636365,72.72727272727273,change
2021-03-01T16:23:30.0,2021-03-01T16:28:30.0,30.209090909090904,30.509090909090904,67.90909090909092,55.42727272727273,85.9090909090909,279.6363636363636,539.1818181818181,29.16363636363636,327.27272727272725,change
2021-03-01T16:33:30.0,2021-03-01T16:38:30.0,29.972727272727266,29.527272727272724,69.07272727272726,54.01818181818181,84.0,269.90909090909093,506.8181818181818,31.072727272727267,363.6363636363636,change
2021-03-01T16:43:30.0,2021-03-01T16:48:30.0,29.772727272727273,31.3,70.23636363636363,74.80909090909091,82.18181818181819,268.54545454545456,468.0,34.199999999999996,400.0,no_change
